"age" "job" "marital" "education" "default" "housing" "contact" "day_of_week" "duration" "campaign" "pdays" "previous" "poutcome" "y"
"37174" 42 "unemployed" "married" "unknown" "no" "yes" "telephone" "thu" 280 7 999 0 "nonexistent" "no"
"1619" 55 "services" "married" "high.school" "no" "yes" "telephone" "fri" 244 1 999 0 "nonexistent" "no"
"25332" 47 "management" "married" "university.degree" "no" "no" "telephone" "tue" 195 3 999 0 "nonexistent" "no"
"11606" 38 "blue-collar" "single" "university.degree" "unknown" "no" "telephone" "fri" 13 5 999 0 "nonexistent" "no"
"3400" 55 "blue-collar" "married" "basic.4y" "unknown" "yes" "telephone" "thu" 186 5 999 0 "nonexistent" "no"
"21146" 30 "admin." "married" "university.degree" "unknown" "yes" "cellular" "mon" 84 9 999 0 "nonexistent" "no"
"40009" 26 "admin." "married" "high.school" "no" "no" "cellular" "wed" 301 5 999 0 "nonexistent" "yes"
"35809" 44 "blue-collar" "single" "basic.9y" "no" "no" "cellular" "mon" 267 4 999 1 "failure" "no"
"17509" 48 "blue-collar" "married" "basic.9y" "no" "yes" "cellular" "mon" 60 3 999 0 "nonexistent" "no"
"15255" 32 "management" "single" "university.degree" "no" "no" "cellular" "thu" 654 1 999 0 "nonexistent" "no"
"108" 35 "admin." "married" "high.school" "no" "yes" "telephone" "mon" 123 2 999 0 "nonexistent" "no"
"27974" 33 "blue-collar" "married" "basic.6y" "no" "yes" "cellular" "wed" 351 3 999 0 "nonexistent" "yes"
"10459" 30 "blue-collar" "married" "basic.9y" "no" "no" "telephone" "mon" 141 6 999 0 "nonexistent" "no"
"31594" 32 "admin." "married" "high.school" "no" "yes" "cellular" "thu" 132 1 999 1 "failure" "no"
"18804" 34 "technician" "divorced" "unknown" "no" "yes" "cellular" "thu" 27 13 999 0 "nonexistent" "no"
"36435" 33 "housemaid" "unknown" "university.degree" "no" "no" "cellular" "tue" 77 3 999 0 "nonexistent" "no"
"16008" 38 "services" "single" "high.school" "unknown" "yes" "cellular" "tue" 204 3 999 0 "nonexistent" "no"
"31389" 37 "housemaid" "married" "basic.6y" "unknown" "yes" "cellular" "wed" 756 2 999 0 "nonexistent" "no"
"37490" 39 "unemployed" "married" "high.school" "no" "no" "cellular" "thu" 192 3 999 0 "nonexistent" "yes"
"15933" 35 "blue-collar" "single" "basic.4y" "unknown" "no" "cellular" "mon" 59 4 999 0 "nonexistent" "no"
"37003" 56 "retired" "married" "high.school" "no" "yes" "cellular" "fri" 308 2 999 0 "nonexistent" "yes"
"17011" 38 "admin." "single" "university.degree" "no" "yes" "cellular" "thu" 513 3 999 0 "nonexistent" "no"
"27260" 52 "technician" "divorced" "university.degree" "unknown" "no" "cellular" "fri" 123 1 999 0 "nonexistent" "no"
"10961" 41 "services" "married" "basic.9y" "no" "yes" "telephone" "wed" 324 2 999 0 "nonexistent" "no"
"9409" 45 "technician" "married" "professional.course" "unknown" "no" "telephone" "fri" 124 3 999 0 "nonexistent" "no"
"21891" 30 "admin." "single" "university.degree" "no" "yes" "cellular" "wed" 105 1 999 0 "nonexistent" "no"
"6332" 40 "blue-collar" "married" "basic.6y" "no" "yes" "telephone" "tue" 383 3 999 0 "nonexistent" "no"
"1608" 27 "blue-collar" "married" "university.degree" "no" "no" "telephone" "fri" 357 1 999 0 "nonexistent" "no"
"89" 49 "technician" "married" "basic.9y" "no" "no" "telephone" "mon" 1467 1 999 0 "nonexistent" "yes"
"7700" 31 "blue-collar" "single" "unknown" "no" "yes" "telephone" "fri" 273 2 999 0 "nonexistent" "no"
"7010" 37 "unemployed" "married" "professional.course" "unknown" "no" "telephone" "thu" 746 1 999 0 "nonexistent" "yes"
"20839" 44 "services" "married" "high.school" "no" "no" "cellular" "thu" 464 3 999 0 "nonexistent" "no"
"1308" 48 "blue-collar" "married" "basic.4y" "unknown" "no" "telephone" "thu" 172 1 999 0 "nonexistent" "no"
"36522" 33 "admin." "single" "high.school" "no" "no" "cellular" "wed" 170 1 999 0 "nonexistent" "no"
"39839" 27 "admin." "married" "high.school" "no" "yes" "telephone" "wed" 46 1 999 0 "nonexistent" "no"
"7065" 41 "management" "married" "unknown" "no" "yes" "telephone" "thu" 347 1 999 0 "nonexistent" "no"
"8053" 36 "admin." "married" "university.degree" "no" "yes" "telephone" "mon" 80 3 999 0 "nonexistent" "no"
"22440" 39 "housemaid" "married" "professional.course" "no" "no" "cellular" "fri" 158 1 999 0 "nonexistent" "no"
"18659" 25 "admin." "single" "basic.9y" "no" "yes" "cellular" "thu" 37 17 999 0 "nonexistent" "no"
"15757" 24 "admin." "single" "professional.course" "no" "yes" "cellular" "mon" 171 2 999 0 "nonexistent" "no"
"3694" 37 "admin." "single" "high.school" "no" "yes" "telephone" "fri" 912 1 999 0 "nonexistent" "yes"
"7129" 60 "admin." "single" "high.school" "no" "yes" "telephone" "thu" 609 1 999 0 "nonexistent" "no"
"34094" 31 "services" "single" "high.school" "no" "no" "cellular" "wed" 1298 2 999 0 "nonexistent" "yes"
"13982" 54 "blue-collar" "married" "basic.4y" "no" "no" "cellular" "fri" 271 2 999 0 "nonexistent" "no"
"16057" 35 "blue-collar" "married" "unknown" "unknown" "no" "cellular" "tue" 560 1 999 0 "nonexistent" "yes"
"28564" 41 "services" "single" "high.school" "no" "no" "cellular" "wed" 134 1 999 0 "nonexistent" "no"
"1096" 26 "blue-collar" "married" "basic.9y" "unknown" "no" "telephone" "wed" 73 2 999 0 "nonexistent" "no"
"35206" 29 "admin." "single" "high.school" "no" "no" "cellular" "fri" 167 4 999 0 "nonexistent" "no"
"7844" 30 "services" "married" "high.school" "no" "no" "telephone" "mon" 151 3 999 0 "nonexistent" "no"
"10156" 49 "technician" "married" "professional.course" "no" "yes" "telephone" "thu" 88 2 999 0 "nonexistent" "no"
"5446" 26 "admin." "single" "high.school" "no" "yes" "telephone" "fri" 297 3 999 0 "nonexistent" "no"
"3577" 45 "technician" "married" "university.degree" "no" "yes" "telephone" "fri" 1143 3 999 0 "nonexistent" "yes"
"5603" 30 "admin." "single" "university.degree" "no" "yes" "telephone" "mon" 140 2 999 0 "nonexistent" "no"
"35547" 29 "admin." "single" "high.school" "no" "yes" "cellular" "mon" 119 1 999 0 "nonexistent" "no"
"32289" 40 "blue-collar" "married" "basic.6y" "unknown" "yes" "cellular" "fri" 1080 1 999 0 "nonexistent" "yes"
"32752" 36 "services" "married" "university.degree" "no" "no" "cellular" "mon" 189 1 999 0 "nonexistent" "no"
"14772" 37 "entrepreneur" "divorced" "high.school" "unknown" "no" "cellular" "wed" 344 3 999 0 "nonexistent" "no"
"32570" 56 "services" "divorced" "high.school" "unknown" "yes" "cellular" "mon" 125 2 999 1 "failure" "no"
"8505" 50 "technician" "married" "professional.course" "no" "no" "telephone" "wed" 462 2 999 0 "nonexistent" "no"
"4805" 52 "technician" "married" "high.school" "unknown" "no" "telephone" "wed" 68 1 999 0 "nonexistent" "no"
"30543" 20 "technician" "single" "university.degree" "no" "no" "cellular" "mon" 237 5 999 0 "nonexistent" "yes"
"20464" 33 "technician" "married" "professional.course" "no" "no" "cellular" "tue" 129 2 999 0 "nonexistent" "no"
"8211" 36 "entrepreneur" "married" "university.degree" "no" "yes" "telephone" "tue" 56 1 999 0 "nonexistent" "no"
"30147" 30 "admin." "single" "university.degree" "no" "no" "cellular" "thu" 224 1 999 0 "nonexistent" "yes"
"35802" 33 "admin." "single" "university.degree" "no" "no" "cellular" "mon" 305 2 999 0 "nonexistent" "no"
"33389" 29 "blue-collar" "married" "high.school" "no" "yes" "cellular" "tue" 145 1 999 1 "failure" "no"
"2152" 33 "blue-collar" "married" "basic.9y" "unknown" "yes" "telephone" "mon" 88 2 999 0 "nonexistent" "no"
"3966" 47 "management" "married" "basic.4y" "unknown" "no" "telephone" "mon" 268 6 999 0 "nonexistent" "no"
"26911" 43 "blue-collar" "married" "unknown" "unknown" "yes" "cellular" "thu" 355 6 999 0 "nonexistent" "no"
"1698" 49 "blue-collar" "married" "basic.4y" "no" "no" "telephone" "fri" 207 1 999 0 "nonexistent" "no"
"10164" 44 "management" "married" "high.school" "no" "yes" "telephone" "thu" 226 3 999 0 "nonexistent" "no"
"32735" 36 "services" "married" "basic.6y" "unknown" "yes" "cellular" "mon" 102 6 999 1 "failure" "no"
"13537" 46 "admin." "divorced" "university.degree" "unknown" "yes" "cellular" "thu" 89 1 999 0 "nonexistent" "no"
"39987" 32 "management" "single" "university.degree" "no" "no" "cellular" "tue" 264 4 999 0 "nonexistent" "no"
"21908" 53 "admin." "married" "university.degree" "no" "no" "cellular" "wed" 103 1 999 0 "nonexistent" "no"
"12443" 42 "housemaid" "divorced" "basic.4y" "unknown" "no" "cellular" "mon" 461 2 999 0 "nonexistent" "no"
"33602" 42 "blue-collar" "married" "basic.4y" "no" "no" "telephone" "tue" 256 4 999 0 "nonexistent" "no"
"24440" 53 "services" "married" "high.school" "no" "no" "cellular" "mon" 166 1 999 1 "failure" "no"
"23474" 51 "technician" "married" "professional.course" "no" "yes" "cellular" "wed" 118 2 999 0 "nonexistent" "no"
"36619" 35 "admin." "married" "university.degree" "no" "no" "cellular" "thu" 121 4 999 0 "nonexistent" "yes"
"11557" 29 "technician" "married" "professional.course" "no" "yes" "telephone" "fri" 1617 1 999 0 "nonexistent" "yes"
"28496" 57 "technician" "married" "professional.course" "no" "yes" "cellular" "tue" 324 1 999 0 "nonexistent" "yes"
"29501" 31 "technician" "single" "professional.course" "no" "yes" "cellular" "mon" 199 6 999 0 "nonexistent" "no"
"1805" 43 "admin." "married" "high.school" "no" "yes" "telephone" "fri" 93 3 999 0 "nonexistent" "no"
"25736" 31 "management" "married" "university.degree" "no" "yes" "cellular" "wed" 196 1 999 0 "nonexistent" "no"
"31211" 34 "blue-collar" "married" "basic.9y" "no" "no" "cellular" "wed" 267 1 999 0 "nonexistent" "no"
"25150" 49 "admin." "married" "university.degree" "no" "no" "cellular" "tue" 163 1 999 1 "failure" "no"
"12055" 24 "technician" "single" "basic.9y" "no" "no" "telephone" "fri" 111 3 999 0 "nonexistent" "no"
"2692" 48 "admin." "married" "university.degree" "no" "yes" "telephone" "wed" 160 1 999 0 "nonexistent" "no"
"17026" 25 "technician" "divorced" "high.school" "no" "yes" "cellular" "thu" 237 2 999 0 "nonexistent" "no"
"21843" 40 "technician" "single" "professional.course" "no" "yes" "cellular" "wed" 179 1 999 0 "nonexistent" "no"
"35067" 37 "services" "married" "high.school" "no" "yes" "telephone" "fri" 26 1 999 1 "failure" "no"
"27643" 40 "management" "married" "university.degree" "no" "no" "cellular" "fri" 234 5 999 1 "failure" "no"
"17837" 43 "admin." "married" "university.degree" "no" "yes" "telephone" "tue" 145 2 999 0 "nonexistent" "no"
"26206" 44 "admin." "single" "professional.course" "no" "no" "cellular" "thu" 48 3 999 0 "nonexistent" "no"
"32552" 34 "admin." "married" "basic.9y" "no" "unknown" "cellular" "fri" 248 1 999 1 "failure" "no"
"25556" 30 "admin." "single" "high.school" "no" "yes" "cellular" "wed" 109 1 999 1 "failure" "no"
"39077" 29 "technician" "single" "university.degree" "no" "yes" "cellular" "mon" 264 2 999 0 "nonexistent" "yes"
"4680" 22 "services" "single" "basic.4y" "no" "no" "telephone" "wed" 91 1 999 0 "nonexistent" "no"
"27234" 33 "admin." "single" "university.degree" "no" "no" "telephone" "fri" 49 1 999 0 "nonexistent" "no"
"17630" 52 "housemaid" "married" "basic.9y" "no" "yes" "cellular" "mon" 83 12 999 0 "nonexistent" "no"
"1797" 46 "blue-collar" "divorced" "basic.9y" "no" "yes" "telephone" "fri" 133 1 999 0 "nonexistent" "no"
"7799" 48 "technician" "married" "high.school" "no" "no" "telephone" "mon" 185 2 999 0 "nonexistent" "no"
"6078" 37 "admin." "married" "high.school" "no" "no" "telephone" "tue" 316 2 999 0 "nonexistent" "no"
"26337" 50 "blue-collar" "married" "professional.course" "unknown" "no" "cellular" "thu" 283 1 999 0 "nonexistent" "yes"
"2231" 41 "admin." "married" "basic.9y" "unknown" "yes" "telephone" "mon" 344 3 999 0 "nonexistent" "no"
"36864" 46 "admin." "single" "university.degree" "no" "no" "cellular" "tue" 119 1 999 0 "nonexistent" "no"
"33940" 44 "technician" "single" "high.school" "unknown" "no" "cellular" "wed" 394 1 999 0 "nonexistent" "yes"
"22554" 30 "technician" "single" "professional.course" "no" "yes" "cellular" "fri" 22 13 999 0 "nonexistent" "no"
"37223" 34 "admin." "married" "university.degree" "no" "yes" "cellular" "fri" 258 1 999 0 "nonexistent" "no"
"19854" 29 "admin." "single" "university.degree" "unknown" "no" "cellular" "fri" 88 1 999 0 "nonexistent" "no"
"17738" 54 "housemaid" "divorced" "basic.4y" "no" "unknown" "cellular" "tue" 179 2 999 0 "nonexistent" "no"
"8990" 45 "technician" "married" "professional.course" "no" "no" "telephone" "thu" 517 3 999 0 "nonexistent" "no"
"32156" 31 "services" "single" "high.school" "unknown" "no" "cellular" "fri" 77 2 999 0 "nonexistent" "no"
"19988" 30 "blue-collar" "married" "high.school" "no" "no" "cellular" "fri" 358 3 999 0 "nonexistent" "no"
"25737" 32 "blue-collar" "married" "basic.9y" "no" "no" "cellular" "wed" 161 2 999 0 "nonexistent" "no"
"38486" 63 "technician" "married" "professional.course" "no" "no" "cellular" "tue" 157 1 999 0 "nonexistent" "no"
"39766" 26 "unemployed" "married" "basic.4y" "no" "no" "telephone" "fri" 29 1 999 0 "nonexistent" "no"
"23098" 45 "unknown" "married" "high.school" "unknown" "yes" "cellular" "tue" 142 1 999 0 "nonexistent" "no"
"27617" 57 "blue-collar" "married" "basic.9y" "unknown" "yes" "cellular" "fri" 170 2 999 0 "nonexistent" "no"
"8754" 37 "blue-collar" "married" "professional.course" "no" "yes" "telephone" "thu" 65 1 999 0 "nonexistent" "no"
"13608" 32 "blue-collar" "married" "basic.4y" "no" "yes" "cellular" "thu" 96 1 999 0 "nonexistent" "no"
"29057" 34 "technician" "married" "university.degree" "no" "no" "cellular" "fri" 146 1 999 1 "failure" "no"
"16396" 38 "blue-collar" "married" "basic.6y" "no" "yes" "telephone" "wed" 226 1 999 0 "nonexistent" "no"
"22225" 29 "admin." "single" "university.degree" "no" "yes" "cellular" "thu" 104 1 999 0 "nonexistent" "no"
"38628" 50 "admin." "married" "high.school" "no" "no" "telephone" "mon" 117 5 999 0 "nonexistent" "no"
"15334" 46 "admin." "married" "university.degree" "unknown" "no" "cellular" "fri" 178 3 999 0 "nonexistent" "no"
"31952" 36 "student" "single" "basic.9y" "unknown" "yes" "cellular" "thu" 246 2 999 0 "nonexistent" "no"
"27546" 57 "blue-collar" "married" "basic.9y" "unknown" "yes" "cellular" "fri" 134 2 999 0 "nonexistent" "no"
"14825" 24 "blue-collar" "divorced" "high.school" "no" "yes" "cellular" "wed" 57 2 999 0 "nonexistent" "no"
"31909" 36 "services" "married" "high.school" "no" "no" "cellular" "thu" 227 2 999 0 "nonexistent" "no"
"13923" 49 "admin." "married" "high.school" "no" "yes" "cellular" "fri" 59 2 999 0 "nonexistent" "no"
"37233" 33 "admin." "single" "high.school" "no" "yes" "cellular" "fri" 1088 3 999 0 "nonexistent" "yes"
"29537" 36 "admin." "married" "high.school" "no" "no" "cellular" "mon" 658 1 999 0 "nonexistent" "no"
"2509" 47 "unknown" "divorced" "basic.4y" "unknown" "no" "telephone" "tue" 94 1 999 0 "nonexistent" "no"
"38169" 50 "management" "married" "university.degree" "no" "yes" "telephone" "thu" 258 1 999 1 "failure" "no"
"16986" 59 "retired" "single" "professional.course" "unknown" "yes" "telephone" "thu" 780 1 999 0 "nonexistent" "no"
"27079" 55 "technician" "married" "professional.course" "no" "no" "cellular" "fri" 348 2 999 0 "nonexistent" "no"
"193" 45 "management" "divorced" "university.degree" "no" "no" "telephone" "mon" 19 2 999 0 "nonexistent" "no"
"5237" 47 "management" "divorced" "basic.6y" "unknown" "yes" "telephone" "fri" 353 1 999 0 "nonexistent" "no"
"17233" 50 "technician" "married" "university.degree" "no" "no" "cellular" "fri" 95 1 999 0 "nonexistent" "no"
"31991" 38 "technician" "married" "university.degree" "no" "yes" "cellular" "thu" 174 3 999 1 "failure" "no"
"14128" 53 "self-employed" "married" "university.degree" "no" "no" "cellular" "mon" 84 2 999 0 "nonexistent" "no"
"21751" 52 "blue-collar" "married" "basic.9y" "unknown" "yes" "telephone" "tue" 132 4 999 0 "nonexistent" "no"
"23840" 45 "technician" "married" "professional.course" "no" "yes" "cellular" "fri" 139 1 999 0 "nonexistent" "no"
"28122" 42 "management" "married" "unknown" "no" "yes" "cellular" "mon" 590 2 999 1 "failure" "no"
"9579" 44 "blue-collar" "single" "basic.4y" "no" "no" "telephone" "mon" 128 1 999 0 "nonexistent" "no"
"10517" 34 "admin." "married" "high.school" "no" "no" "telephone" "tue" 83 1 999 0 "nonexistent" "no"
"18523" 44 "technician" "married" "professional.course" "no" "yes" "telephone" "thu" 168 1 999 0 "nonexistent" "no"
"25681" 33 "technician" "married" "university.degree" "no" "no" "cellular" "wed" 200 1 999 0 "nonexistent" "no"
"37987" 25 "self-employed" "single" "university.degree" "no" "yes" "cellular" "mon" 510 1 999 0 "nonexistent" "no"
"35050" 23 "blue-collar" "single" "basic.4y" "no" "yes" "cellular" "fri" 523 2 999 0 "nonexistent" "yes"
"40972" 68 "retired" "divorced" "high.school" "no" "yes" "cellular" "mon" 130 4 999 2 "failure" "no"
"4735" 36 "technician" "married" "university.degree" "no" "no" "telephone" "wed" 85 1 999 0 "nonexistent" "no"
"5375" 47 "admin." "married" "university.degree" "no" "yes" "telephone" "fri" 138 6 999 0 "nonexistent" "no"
"26186" 33 "management" "single" "university.degree" "no" "yes" "telephone" "thu" 88 2 999 1 "failure" "no"
"2702" 35 "services" "married" "high.school" "no" "no" "telephone" "wed" 188 1 999 0 "nonexistent" "no"
"25735" 51 "entrepreneur" "married" "university.degree" "no" "no" "cellular" "wed" 87 2 999 1 "failure" "no"
"30828" 32 "services" "married" "high.school" "no" "no" "cellular" "tue" 79 1 999 0 "nonexistent" "no"
"12462" 50 "blue-collar" "divorced" "high.school" "no" "yes" "cellular" "mon" 629 2 999 0 "nonexistent" "yes"
"40017" 27 "admin." "single" "high.school" "no" "no" "cellular" "thu" 113 2 999 2 "failure" "no"
"3704" 28 "admin." "single" "university.degree" "no" "yes" "telephone" "fri" 280 1 999 0 "nonexistent" "no"
"16031" 21 "services" "single" "high.school" "no" "yes" "cellular" "tue" 344 3 999 0 "nonexistent" "no"
"6150" 33 "admin." "single" "university.degree" "no" "no" "telephone" "tue" 147 1 999 0 "nonexistent" "no"
"30898" 32 "management" "divorced" "university.degree" "no" "yes" "cellular" "tue" 160 2 999 0 "nonexistent" "no"
"5305" 44 "retired" "married" "basic.9y" "no" "yes" "telephone" "fri" 147 42 999 0 "nonexistent" "no"
"33980" 33 "blue-collar" "single" "basic.6y" "unknown" "no" "cellular" "wed" 35 1 999 0 "nonexistent" "no"
"1012" 28 "admin." "single" "university.degree" "no" "no" "telephone" "wed" 126 1 999 0 "nonexistent" "no"
"37844" 25 "student" "single" "unknown" "unknown" "yes" "cellular" "fri" 50 1 999 0 "nonexistent" "no"
"9483" 33 "self-employed" "married" "basic.9y" "no" "yes" "telephone" "mon" 107 3 999 0 "nonexistent" "no"
"17150" 45 "admin." "married" "high.school" "no" "yes" "cellular" "fri" 172 2 999 0 "nonexistent" "no"
"39417" 53 "management" "divorced" "university.degree" "no" "yes" "cellular" "thu" 126 6 999 0 "nonexistent" "no"
"15335" 48 "admin." "married" "high.school" "no" "no" "cellular" "fri" 145 2 999 0 "nonexistent" "no"
"25437" 29 "management" "single" "university.degree" "no" "no" "cellular" "wed" 209 1 999 1 "failure" "no"
"31766" 32 "technician" "single" "high.school" "no" "yes" "cellular" "thu" 491 2 999 0 "nonexistent" "no"
"17176" 46 "technician" "divorced" "university.degree" "no" "no" "cellular" "fri" 165 3 999 0 "nonexistent" "no"
"12657" 31 "technician" "married" "high.school" "no" "no" "cellular" "mon" 75 3 999 0 "nonexistent" "no"
"10931" 33 "admin." "married" "university.degree" "no" "yes" "telephone" "wed" 379 5 999 0 "nonexistent" "no"
"7321" 30 "services" "single" "high.school" "no" "yes" "telephone" "thu" 52 4 999 0 "nonexistent" "no"
"1250" 43 "blue-collar" "married" "basic.4y" "unknown" "yes" "telephone" "thu" 219 1 999 0 "nonexistent" "no"
"27338" 39 "services" "divorced" "unknown" "no" "yes" "cellular" "fri" 163 1 999 0 "nonexistent" "no"
"27655" 50 "retired" "single" "university.degree" "no" "no" "cellular" "fri" 51 5 999 1 "failure" "no"
"17691" 55 "blue-collar" "divorced" "basic.4y" "no" "yes" "cellular" "tue" 82 3 999 0 "nonexistent" "no"
"36607" 25 "services" "single" "high.school" "no" "yes" "cellular" "thu" 239 2 3 1 "success" "yes"
"27307" 51 "blue-collar" "married" "basic.9y" "unknown" "yes" "cellular" "fri" 312 1 999 0 "nonexistent" "no"
"16958" 43 "admin." "married" "high.school" "no" "yes" "cellular" "thu" 1259 1 999 0 "nonexistent" "no"
"35357" 29 "blue-collar" "married" "basic.6y" "no" "yes" "cellular" "fri" 69 3 999 1 "failure" "no"
"3874" 24 "student" "single" "university.degree" "no" "yes" "telephone" "fri" 65 3 999 0 "nonexistent" "no"
"12844" 29 "admin." "single" "high.school" "no" "no" "cellular" "tue" 574 2 999 0 "nonexistent" "yes"
"15743" 29 "services" "married" "high.school" "unknown" "no" "cellular" "mon" 479 1 999 0 "nonexistent" "no"
"37540" 17 "student" "single" "basic.9y" "no" "yes" "cellular" "fri" 182 2 999 2 "failure" "no"
"28453" 42 "admin." "single" "professional.course" "no" "yes" "cellular" "tue" 251 1 999 0 "nonexistent" "no"
"26226" 29 "technician" "married" "professional.course" "no" "no" "cellular" "thu" 179 1 999 1 "failure" "no"
"29956" 40 "admin." "single" "university.degree" "no" "yes" "cellular" "mon" 8 2 999 0 "nonexistent" "no"
"19684" 52 "technician" "married" "professional.course" "no" "yes" "cellular" "thu" 88 3 999 0 "nonexistent" "no"
"33610" 43 "blue-collar" "married" "basic.6y" "no" "no" "cellular" "tue" 150 7 999 0 "nonexistent" "no"
"4435" 51 "unemployed" "married" "professional.course" "no" "no" "telephone" "tue" 76 1 999 0 "nonexistent" "no"
"1016" 44 "blue-collar" "married" "basic.4y" "no" "yes" "telephone" "wed" 607 1 999 0 "nonexistent" "no"
"37083" 51 "management" "divorced" "university.degree" "no" "yes" "telephone" "wed" 219 2 999 0 "nonexistent" "no"
"36277" 49 "management" "married" "university.degree" "no" "no" "cellular" "mon" 164 1 999 0 "nonexistent" "no"
"4477" 27 "blue-collar" "married" "basic.6y" "no" "no" "telephone" "tue" 37 9 999 0 "nonexistent" "no"
"1790" 39 "technician" "married" "professional.course" "no" "no" "telephone" "fri" 126 2 999 0 "nonexistent" "no"
"35929" 42 "entrepreneur" "married" "university.degree" "no" "yes" "cellular" "mon" 265 1 999 0 "nonexistent" "no"
"14264" 36 "blue-collar" "married" "basic.9y" "no" "yes" "cellular" "mon" 80 3 999 0 "nonexistent" "no"
"9351" 31 "services" "married" "high.school" "no" "no" "telephone" "fri" 108 2 999 0 "nonexistent" "no"
"26133" 48 "services" "married" "high.school" "unknown" "no" "cellular" "wed" 303 3 999 0 "nonexistent" "no"
"13176" 28 "services" "single" "high.school" "no" "yes" "cellular" "wed" 51 1 999 0 "nonexistent" "no"
"20705" 54 "blue-collar" "married" "basic.4y" "unknown" "yes" "cellular" "wed" 403 1 999 0 "nonexistent" "no"
"2995" 35 "technician" "married" "professional.course" "no" "no" "telephone" "wed" 554 1 999 0 "nonexistent" "no"
"2907" 26 "blue-collar" "married" "basic.6y" "no" "no" "telephone" "wed" 389 1 999 0 "nonexistent" "no"
"4564" 31 "blue-collar" "divorced" "professional.course" "no" "yes" "telephone" "tue" 191 7 999 0 "nonexistent" "no"
"10173" 48 "blue-collar" "married" "basic.6y" "unknown" "no" "telephone" "thu" 361 2 999 0 "nonexistent" "no"
"34568" 46 "blue-collar" "married" "basic.9y" "no" "no" "cellular" "thu" 155 2 999 0 "nonexistent" "no"
"36235" 27 "admin." "single" "university.degree" "no" "yes" "cellular" "mon" 331 1 999 0 "nonexistent" "yes"
"22060" 53 "admin." "divorced" "university.degree" "no" "yes" "cellular" "wed" 209 4 999 0 "nonexistent" "no"
"7962" 45 "management" "divorced" "university.degree" "no" "no" "telephone" "mon" 572 4 999 0 "nonexistent" "no"
"20940" 31 "technician" "married" "university.degree" "no" "yes" "cellular" "thu" 515 1 999 0 "nonexistent" "no"
"15606" 26 "admin." "single" "university.degree" "no" "yes" "cellular" "mon" 200 2 999 0 "nonexistent" "no"
"16644" 34 "blue-collar" "single" "basic.4y" "no" "no" "cellular" "wed" 475 2 999 0 "nonexistent" "no"
"33256" 38 "blue-collar" "married" "basic.9y" "no" "no" "cellular" "tue" 306 1 999 0 "nonexistent" "no"
"7727" 38 "blue-collar" "married" "basic.9y" "no" "no" "telephone" "fri" 84 9 999 0 "nonexistent" "no"
"25094" 43 "management" "married" "professional.course" "no" "no" "cellular" "tue" 257 2 999 0 "nonexistent" "no"
"29186" 42 "services" "married" "high.school" "no" "yes" "telephone" "fri" 73 1 999 1 "failure" "no"
"26538" 29 "services" "married" "high.school" "unknown" "yes" "cellular" "thu" 129 4 999 0 "nonexistent" "no"
"32742" 30 "services" "single" "high.school" "no" "yes" "cellular" "mon" 405 1 999 2 "failure" "no"
"19689" 52 "technician" "single" "professional.course" "no" "yes" "cellular" "thu" 365 5 999 0 "nonexistent" "no"
"29941" 46 "blue-collar" "married" "basic.9y" "unknown" "yes" "cellular" "mon" 250 2 999 0 "nonexistent" "no"
"4963" 35 "self-employed" "married" "university.degree" "no" "yes" "telephone" "wed" 206 3 999 0 "nonexistent" "no"
"36712" 32 "admin." "single" "university.degree" "no" "yes" "cellular" "fri" 58 2 999 0 "nonexistent" "no"
"2623" 31 "services" "single" "high.school" "no" "no" "telephone" "tue" 209 2 999 0 "nonexistent" "no"
"39348" 36 "admin." "single" "unknown" "no" "yes" "cellular" "thu" 231 1 999 0 "nonexistent" "no"
"27404" 44 "blue-collar" "married" "basic.6y" "no" "no" "cellular" "fri" 240 3 999 0 "nonexistent" "no"
"37201" 35 "admin." "single" "university.degree" "no" "yes" "cellular" "thu" 116 1 999 0 "nonexistent" "no"
"16352" 30 "management" "married" "university.degree" "no" "no" "cellular" "wed" 84 2 999 0 "nonexistent" "no"
"29533" 39 "technician" "single" "professional.course" "no" "no" "cellular" "mon" 714 1 999 0 "nonexistent" "no"
"29655" 39 "unemployed" "single" "high.school" "no" "yes" "telephone" "mon" 22 1 999 0 "nonexistent" "no"
"33869" 48 "admin." "divorced" "unknown" "no" "yes" "cellular" "wed" 16 6 999 0 "nonexistent" "no"
"23608" 50 "housemaid" "married" "basic.9y" "no" "yes" "cellular" "thu" 20 12 999 0 "nonexistent" "no"
"22433" 46 "services" "married" "unknown" "no" "no" "cellular" "fri" 739 1 999 0 "nonexistent" "yes"
"2199" 36 "blue-collar" "married" "basic.6y" "unknown" "no" "telephone" "mon" 58 7 999 0 "nonexistent" "no"
"34482" 44 "blue-collar" "married" "basic.6y" "no" "yes" "cellular" "thu" 16 9 999 0 "nonexistent" "no"
"28994" 41 "blue-collar" "married" "basic.9y" "unknown" "no" "cellular" "fri" 251 1 999 1 "failure" "no"
"17854" 35 "admin." "married" "high.school" "no" "no" "cellular" "tue" 100 11 999 0 "nonexistent" "no"
"21587" 59 "blue-collar" "married" "basic.4y" "no" "yes" "cellular" "tue" 258 1 999 0 "nonexistent" "no"
"5578" 36 "admin." "married" "university.degree" "no" "no" "telephone" "mon" 227 1 999 0 "nonexistent" "no"
"14447" 27 "technician" "single" "professional.course" "no" "yes" "cellular" "tue" 131 2 999 0 "nonexistent" "no"
